Gemeinde,Einwohner,Website,Contact Name,Email,Phone,Email Status,Notes
Birkenfelde,   529,No Website,,,,,
Cramonshagen,   528,No Website,,,,,
Dörth,   528,https://doerth.de,,,,,
Heidekamp,   527,No Website,,,,,
Stinstedt,   527,No Website,,,,,
Gandesbergen,   527,No Website,,,,,
Reichenbach,   527,https://reichenbach-vogtland.de,,,,,
Rech,   527,No Website,,,,,
Densborn,   527,No Website,,,,,
Mürlenbach,   527,No Website,,,,,
Eichstegen,   526,https://eichstegen.de,,,,,
Perasdorf,   526,https://perasdorf.de,,,,,
Zichow,   525,No Website,,,,,
Oldsum,   525,https://oldsum.de,,,,,
Getelo,   525,No Website,,,,,
Leisel,   525,No Website,,,,,
Halenbeck-Rohlsdorf,   524,No Website,,,,,
Traventhal,   524,https://traventhal.de,,,,,
Ausacker,   524,https://ausacker.de,,,,,
Klein Bennebek,   524,https://kleinbennebek.de,,,,,
Empfertshausen,   523,https://empfertshausen.de,,,,,
Niesgrau,   523,No Website,,,,,
Schindhard,   523,https://schindhard.de,,,,,
Vielbach,   523,No Website,,,,,
Fincken,   522,No Website,,,,,
Zickhusen,   522,No Website,,,,,
Guteborn,   522,No Website,,,,,
Hohenfinow,   522,https://hohenfinow.de,,,,,
Grunow-Dammendorf,   522,No Website,,,,,
Retzow,   522,No Website,,,,,
Frankenfeld,   522,No Website,,,,,
Almdorf,   521,No Website,,,,,
Lingerhahn,   521,https://lingerhahn.de,,,,,
Winnen,   521,No Website,,,,,
Wieden,   521,No Website,,,,,
Gönnebek,   520,No Website,,,,,
Ahrenviöl,   520,No Website,,,,,
Ahlefeld-Bistensee,   520,No Website,,,,,
Am Salzhaff,   519,https://ostseebad-nienhagen.de,,,,,
Rustenfelde,   519,No Website,,,,,
Sien,   519,No Website,,,,,
Langenscheid,   519,No Website,,,,,
"Ankershagen, Schliemanngemeinde",   518,https://mecklenburgische-seenplatte.de,,,,,
"Schnackenburg, Stadt",   518,No Website,,,,,
Winkelsett,   518,https://winkelsett.de,,,,,
Eulenbis,   518,https://eulenbis.de,,,,,
Aitern,   518,https://aitern.de,,,,,
Staffhorst,   517,No Website,,,,,
Gonbach,   517,No Website,,,,,
Gundersweiler,   517,No Website,,,,,
Kemmenau,   517,No Website,,,,,
Laufeld,   517,No Website,,,,,
Stadlern,   517,No Website,,,,,
Breesen,   516,No Website,,,,,
Metelsdorf,   516,No Website,,,,,
Guhrow/Góry,   516,No Website,,,,,
Quernheim,   516,No Website,,,,,
Herborn,   516,https://herborn.de,,,,,
Werder,   515,https://werder-havel.de,,,,,
Grünewald,   515,No Website,,,,,
Päwesin,   515,https://paewesin.de,,,,,
Wohlde,   515,No Website,,,,,
Völschow,   514,No Website,,,,,
Hardebek,   514,No Website,,,,,
Bandenitz,   513,No Website,,,,,
Triglitz,   513,No Website,,,,,
Hemme,   513,https://gemeinde-hemme.de,,,,,
Groß Meckelsen,   513,No Website,,,,,
Gerbach,   513,No Website,,,,,
Jamlitz,   512,No Website,,,,,
Quirnbach/ Pfalz,   512,https://quirnbach-pfalz.de,,,,,
Boiensdorf,   511,No Website,,,,,
Süderheistedt,   511,No Website,,,,,
Untershausen,   511,https://untershausen.de,,,,,
Borod,   511,https://borod.de,,,,,
Haale,   510,https://haale.de,,,,,
Weiler,   510,No Website,,,,,
Tschirn,   510,https://gemeinde-tschirn.de,,,,,
Dobbin-Linstow,   509,No Website,,,,,
Osthausen-Wülfershausen,   509,No Website,,,,,
Thonhausen,   509,https://thonhausen.de,,,,,
Alt Bukow,   508,No Website,,,,,
Möhnsen,   508,https://lauenburg.de,,,,,
Talkau,   508,https://talkau.de,,,,,
Holzen,   508,https://holzen.de,,,,,
Flieth-Stegelitz,   507,No Website,,,,,
Niederbrombach,   507,https://gemeinde-niederbrombach.de,,,,,
Neuendeich,   506,https://neuendeich.de,,,,,
Wiesbach,   506,No Website,,,,,
Burglahr,   506,No Website,,,,,
Berndorf,   506,No Website,,,,,
Woggersin,   505,No Website,,,,,
Drehnow/Drjenow,   505,No Website,,,,,
Sessenbach,   505,https://sessenbach.de,,,,,
Bruch,   505,No Website,,,,,
Lärz,   504,No Website,,,,,
Parsteinsee,   504,No Website,,,,,
Winterbach,   504,https://winterbach.de,,,,,
Kümbdchen,   504,https://kuembdchen.de,,,,,
Gamlen,   504,https://gamlen.de,,,,,
Pogeez,   503,https://pogeez.de,,,,,
Eichelhardt,   503,No Website,,,,,
Medow,   502,No Website,,,,,
Jesendorf,   502,No Website,,,,,
Gräben,   502,No Website,,,,,
Krumstedt,   502,https://krumstedt.de,,,,,
Lengenbostel,   502,No Website,,,,,
Weitersweiler,   502,https://gemeinde-weitersweiler.de,,,,,
Kerben,   502,https://kerben.de,,,,,
Strohn,   502,No Website,,,,,
Feusdorf,   502,https://feusdorf.de,,,,,
Ragow-Merz,   501,No Website,,,,,
Seesbach,   501,https://seesbach.de,,,,,
Berzhahn,   501,https://berzhahn.de,,,,,
Sukow-Levitzow,   500,No Website,,,,,
Hüffler,   500,No Website,,,,,
Winterbach (Pfalz),   500,https://winterbach.de,,,,,
Müllenbach,   500,No Website,,,,,
Herresbach,   500,No Website,,,,,
Beggerow,   499,No Website,,,,,
Hamfelde,   499,https://hamfelde.de,,,,,
Niedermoschel,   499,No Website,,,,,
Grünebach,   499,No Website,,,,,
Wielen,   498,No Website,,,,,
Hergenfeld,   498,https://hergenfeld.de,,,,,
Streithausen,   498,No Website,,,,,
Gammelby,   497,No Website,,,,,
Norath,   497,https://norath.de,,,,,
Obererbach,   497,https://obererbach.de,,,,,
Splietsdorf,   496,No Website,,,,,
Nienwohld,   496,No Website,,,,,
Quirnbach,   496,https://quirnbach-pfalz.de,,,,,
Ingelbach,   496,https://ingelbach.de,,,,,
Hausen am Tann,   496,No Website,,,,,
Wildberg,   495,https://wildberg.de,,,,,
Sarmstorf,   495,No Website,,,,,
Wakendorf I,   495,https://wakendorf.de,,,,,
Dickel,   495,No Website,,,,,
Horbach,   495,No Website,,,,,
Kanzach,   495,https://gemeinde-kanzach.de,,,,,
Bärenthal,   495,https://baerenthal.de,,,,,
Münchehofe,   494,No Website,,,,,
Nordhackstedt,   494,https://nordhackstedt.de,,,,,
Liebshausen,   494,https://liebshausen.de,,,,,
Ensheim,   494,No Website,,,,,
Fröhnd,   494,https://froehnd.de,,,,,
Selpin,   493,No Website,,,,,
Schmalensee,   493,No Website,,,,,
Wollershausen,   493,No Website,,,,,
Schellweiler,   493,https://schellweiler.de,,,,,
Neu Poserin,   492,https://neu-poserin.de,,,,,
Schwarzburg,   492,No Website,,,,,
Reifferscheid,   492,No Website,,,,,
Uelitz,   491,https://gemeinde-uelitz.de,,,,,
Lancken-Granitz,   491,https://lanckengranitz.de,,,,,
Temmen-Ringenwalde,   491,No Website,,,,,
Twedt,   491,https://twedt.de,,,,,
Beulich,   491,No Website,,,,,
Lierschied,   491,No Website,,,,,
Gondenbrett,   491,https://gemeinde-gondenbrett.de,,,,,
Brenz,   490,No Website,,,,,
Großharrie,   490,No Website,,,,,
Bergen,   490,https://stadtbergen.de,,,,,
Münsterappel,   490,No Website,,,,,
Nochern,   490,https://nochern.de,,,,,
Schretstaken,   489,https://schretstaken.de,,,,,
Gödenroth,   489,No Website,,,,,
Hümmel,   489,No Website,,,,,
Hambach,   489,No Website,,,,,
Dersenow,   488,No Website,,,,,
Warlow,   488,No Website,,,,,
Abtsbessingen,   488,https://burgenlandkreis.de,,,,,
Neubrunn,   488,https://neubrunn.de,,,,,
Dedenbach,   488,No Website,,,,,
Gönnersdorf,   488,No Website,,,,,
Geisfeld,   488,https://geisfeld.de,,,,,
Langen Brütz,   487,No Website,,,,,
Schauren,   487,No Website,,,,,
Lösnich,   487,https://loesnich.de,,,,,
"Neumark, Stadt",   486,No Website,,,,,
Gerstenberg,   486,No Website,,,,,
Grambek,   486,https://grambek.de,,,,,
Groß Offenseth-Aspern,   486,https://gross-offenseth-aspern.de,,,,,
Kampen (Sylt),   486,https://sylt.de,,,,,
Rathjensdorf,   486,https://rathjensdorf.de,,,,,
Frohnhofen,   486,https://frohnhofen.de,,,,,
Katzenbach,   486,No Website,,,,,
Moraas,   485,No Website,,,,,
Schraden,   485,No Website,,,,,
Hagen,   485,https://hagen.de,,,,,
Querenhorst,   485,No Website,,,,,
Großenwörden,   485,https://grossenwoerden.de,,,,,
Herchweiler,   485,No Website,,,,,
Lipprechterode,   484,https://gemeinde-lipprechterode.de,,,,,
Großenrade,   484,No Website,,,,,
Rodenbek,   484,https://rodenbek.de,,,,,
Pillig,   484,No Website,,,,,
Lötzbeuren,   484,https://loetzbeuren.de,,,,,
Alsdorf,   484,https://alsdorf.de,,,,,
Krugsdorf,   483,No Website,,,,,
Oberweid,   483,https://thueringen.de,,,,,
Bärenbach,   483,No Website,,,,,
Külz (Hunsrück),   483,No Website,,,,,
Rotenhain,   483,No Website,,,,,
Marienhausen,   483,No Website,,,,,
Walow,   482,No Website,,,,,
Kella,   482,No Website,,,,,
Hedeper,   482,No Website,,,,,
Krummendeich,   482,No Website,,,,,
Cramberg,   482,https://cramberg.de,,,,,
Gammelin,   481,No Website,,,,,
Wied,   481,No Website,,,,,
Pudagla,   480,No Website,,,,,
Vielitzsee,   480,No Website,,,,,
Ringleben,   480,https://thueringen.de,,,,,
Wobbenbüll,   480,https://wobbenbuell.de,,,,,
Antweiler,   480,https://antweiler.de,,,,,
Rückeroth,   480,https://rueckeroth.de,,,,,
Brandscheid,   480,No Website,,,,,
Bütow,   479,No Website,,,,,
Sollerup,   479,No Website,,,,,
Odisheim,   479,No Website,,,,,
Drackenstein,   479,https://drackenstein.de,,,,,
Deyelsdorf,   478,No Website,,,,,
Reitwein,   478,No Website,,,,,
Fichtenhöhe,   478,No Website,,,,,
Klappholz,   478,No Website,,,,,
Sarlhusen,   478,No Website,,,,,
Wölferlingen,   477,No Website,,,,,
Niederhorbach,   477,No Website,,,,,
Mörsfeld,   476,No Website,,,,,
Glanbrücken,   476,https://glanbruecken.de,,,,,
Zerrenthin,   475,No Website,,,,,
Osterbruch,   474,https://osterbruch.de,,,,,
Roes,   474,No Website,,,,,
Hohenmocker,   473,No Website,,,,,
Pritzier,   473,No Website,,,,,
Sargenroth,   473,https://sargenroth.de,,,,,
Daubach,   473,No Website,,,,,
Reichenbach am Heuberg,   473,https://reichenbach-heuberg.de,,,,,
Buckautal,   472,No Website,,,,,
Buhla,   472,https://buhla.de,,,,,
Höhndorf,   472,No Website,,,,,
Honigsee,   472,No Website,,,,,
Ehlenz,   472,No Website,,,,,
Kritzow,   471,No Website,,,,,
Boksee,   471,No Website,,,,,
Freistatt,   471,No Website,,,,,
Baustert,   471,https://baustert.de,,,,,
Niederstadtfeld,   471,https://niederstadtfeld.de,,,,,
Rascheid,   471,No Website,,,,,
Barnin,   470,No Website,,,,,
Oevenum,   470,No Website,,,,,
Guttenberg,   470,https://gemeinde-guttenberg.de,,,,,
Neu Kosenow,   469,No Website,,,,,
Mellenthin,   469,No Website,,,,,
Jakobsdorf,   469,No Website,,,,,
Olderup,   469,No Website,,,,,
Ellerdorf,   469,https://ellerdorf.de,,,,,
Mehren,   469,https://mehren.de,,,,,
Idenheim,   469,No Website,,,,,
Siedenbrünzow,   468,No Website,,,,,
Divitz-Spoldershagen,   468,No Website,,,,,
Garzau-Garzin,   468,No Website,,,,,
Storbeck-Frankendorf,   468,https://storbeck-frankendorf.de,,,,,
Borgdorf-Seedorf,   468,https://borgdorf-seedorf.de,,,,,
Bärenbach,   468,https://baerenbach-hunsrueck.de,,,,,
Dielkirchen,   468,No Website,,,,,
Damendorf,   467,No Website,,,,,
Heyen,   467,https://gemeinde-heyen.de,,,,,
Rätzlingen,   467,No Website,,,,,
Leizen,   466,No Website,,,,,
Thelkow,   466,No Website,,,,,
Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch,   466,https://altzauche.de,,,,,
Riedelberg,   466,No Website,,,,,
Lohme,   465,https://lohme.de,,,,,
Heideland,   465,No Website,,,,,
Gerdshagen,   465,No Website,,,,,
Bilkheim,   465,https://bilkheim.de,,,,,
Holzerath,   465,No Website,,,,,
Bocka,   464,No Website,,,,,
Norddeich,   464,https://norddeich.de,,,,,
Rötsweiler-Nockenthal,   464,https://roetsweiler-nockenthal.de,,,,,
Horath,   464,No Website,,,,,
Heddesbach,   464,No Website,,,,,
Stakendorf,   463,No Website,,,,,
Hamweddel,   463,https://hamweddel.de,,,,,
Hahn bei Marienberg,   463,https://marienberg.de,,,,,
Dürnau,   463,https://duernau.de,,,,,
Gorlosen,   462,No Website,,,,,
Dittersdorf,   462,https://dittersdorf.de,,,,,
Hammer a.d. Uecker,   461,No Website,,,,,
Altlay,   461,https://altlay.de,,,,,
Naunheim,   461,No Website,,,,,
Schönbeck,   460,No Website,,,,,
Besitz,   460,No Website,,,,,
Ostramondra,   460,https://ostprignitz-ruppin.de,,,,,
Posterstein,   460,https://posterstein.de,,,,,
Reinstädt,   460,No Website,,,,,
Süderfahrenstedt,   460,No Website,,,,,
Molsberg,   460,No Website,,,,,
Geichlingen,   460,No Website,,,,,
Warlitz,   459,No Website,,,,,
Tröbnitz,   459,No Website,,,,,
Kükels,   459,https://kuekels.de,,,,,
Buhlenberg,   459,No Website,,,,,
Weyer,   459,No Website,,,,,
Witzin,   458,https://witzin.de,,,,,
Rühstädt,   458,No Website,,,,,
Lankau,   458,https://lankau.de,,,,,
Weesby,   458,No Website,,,,,
Stelle-Wittenwurth,   458,No Website,,,,,
Grumbach,   458,https://grumbach.de,,,,,
Langenbach,   458,https://langenburg.de,,,,,
Nohn,   458,No Website,,,,,
"Ummerstadt, Stadt",   457,No Website,,,,,
Nußbaum,   457,No Website,,,,,
Mutterschied,   457,No Website,,,,,
Welterod,   457,https://welterod.de,,,,,
Niederhofen,   457,No Website,,,,,
Lenzerwische,   456,No Website,,,,,
Schulendorf,   456,No Website,,,,,
Wahlstorf,   456,https://wahlstorf.de,,,,,
Medard,   456,No Website,,,,,
Urmersbach,   456,https://urmersbach.de,,,,,
Kalt,   456,https://gemeinde-kalt.de,,,,,
Weinähr,   456,https://weinaehr.de,,,,,
Dörnberg,   456,No Website,,,,,
Lautzenbrücken,   456,https://lautzenbruecken.de,,,,,
Roth bei Prüm,   456,https://pruem.de,,,,,
Hohenzieritz,   455,https://hohenzieritz.de,,,,,
Dahmetal,   455,https://dahmetal.de,,,,,
Hallschlag,   455,https://hallschlag.de,,,,,
Schwirzheim,   455,https://schwirzheim.de,,,,,
Torgelow am See,   454,https://torgelow.de,,,,,
Zarnewanz,   454,https://zarnewanz.de,,,,,
Breunigweiler,   454,No Website,,,,,
Hundsdorf,   454,No Website,,,,,
Dahmen,   453,No Website,,,,,
Spreewaldheide/Błośańska Góla,   453,No Website,,,,,
Mözen,   453,https://moezen.de,,,,,
Laudert,   453,No Website,,,,,
Niederwambach,   453,https://ransbach-baumbach.de,,,,,
Minheim,   453,https://minheim.de,,,,,
Weiding,   453,https://weiding.de,,,,,
Zepelin,   452,No Website,,,,,
Steinreich,   452,https://gemeinde-steinreich.de,,,,,
Quarnstedt,   452,https://quarnstedt.de,,,,,
Westertimke,   452,No Website,,,,,
Weiler bei Monzingen,   452,https://monzingen.de,,,,,
Berglangenbach,   451,https://berglangenbach.de,,,,,
Schorssow,   450,No Website,,,,,
Sierksrade,   450,https://sierksrade.de,,,,,
Maasen,   450,No Website,,,,,
Vollmersbach,   450,No Website,,,,,
Heinzenbach,   450,https://heinzenbach.de,,,,,
Hardt,   450,No Website,,,,,
Dautmergen,   450,No Website,,,,,
Schönermark,   449,No Website,,,,,
Ruthweiler,   449,https://ruthweiler.de,,,,,
Goddert,   449,No Website,,,,,
Högel,   448,No Website,,,,,
Krogaspe,   448,https://krogaspe.de,,,,,
Lohe-Föhrden,   448,https://lohe-foehrden.de,,,,,
Oberhausen,   448,https://oberhausen.de,,,,,
Kleinneuhausen,   447,No Website,,,,,
Wachstedt,   447,https://wachstedt.de,,,,,
Niedersohren,   447,No Website,,,,,
Stein-Neukirch,   447,No Website,,,,,
Hergenroth,   447,https://hergenroth.de,,,,,
Zimmern unter der Burg,   447,No Website,,,,,
Rossow,   446,No Website,,,,,
Utzedel,   446,No Website,,,,,
Ziethen,   446,No Website,,,,,
Lippersdorf-Erdmannsdorf,   446,https://lippersdorf-erdmannsdorf.de,,,,,
Süderdeich,   446,No Website,,,,,
Bissersheim,   446,https://bissersheim.de,,,,,
Kehmstedt,   445,No Website,,,,,
Ensch,   445,https://ensch.de,,,,,
Gallin-Kuppentin,   444,No Website,,,,,
Peuschen,   444,No Website,,,,,
Sahms,   444,https://sahms.de,,,,,
Schwollen,   444,https://schwollen.de,,,,,
Insul,   444,https://insul.de,,,,,
Wimbach,   444,No Website,,,,,
Rettert,   444,No Website,,,,,
Birgel,   444,No Website,,,,,
Westerrade,   443,https://westerrade.de,,,,,
Nettelsee,   443,https://nettelsee.de,,,,,
Röhl,   443,No Website,,,,,
Deudesfeld,   443,https://deudesfeld.de,,,,,
Lütow,   442,https://gemeinde-luetow.de,,,,,
Patzig,   442,No Website,,,,,
Jämlitz-Klein Düben,   442,No Website,,,,,
Remmels,   442,No Website,,,,,
Kerpen (Eifel),   442,https://stadt-kerpen.de,,,,,
Gülitz-Reetz,   441,No Website,,,,,
Valwig,   441,No Website,,,,,
Leimbach,   441,No Website,,,,,
Knöringen,   441,https://knoeringen.de,,,,,
Altwarp,   440,No Website,,,,,
Abentheuer,   440,https://abentheuer.de,,,,,
Schauren,   440,No Website,,,,,
Niederöfflingen,   440,https://niederoefflingen.de,,,,,
Ziethen,   439,No Website,,,,,
Bartow,   439,No Website,,,,,
Blievenstorf,   439,No Website,,,,,
Rüthnick,   439,No Website,,,,,
Korbußen,   439,No Website,,,,,
Hollenbek,   439,No Website,,,,,
Bleyen-Genschmar,   438,No Website,,,,,
Einhaus,   438,No Website,,,,,
Sulzbachtal,   438,No Website,,,,,
Seelbach,   438,No Website,,,,,
Mudershausen,   438,No Website,,,,,
Roggenstorf,   437,https://roggenstorf.de,,,,,
Hangen-Weisheim,   437,No Website,,,,,
Pölich,   437,https://poelich.de,,,,,
Berglicht,   437,https://berglicht.de,,,,,
Grimburg,   437,No Website,,,,,
Rehweiler,   436,No Website,,,,,
Oberarnbach,   436,No Website,,,,,
Dackenheim,   436,No Website,,,,,
Kapellendorf,   435,No Website,,,,,
Kaaks,   435,https://kaaks.de,,,,,
Roklum,   435,No Website,,,,,
Prezelle,   435,No Website,,,,,
Schöneberg,   435,https://berlin.de,,,,,
Neuendorf-Sachsenbande,   434,No Website,,,,,
Kappel,   434,No Website,,,,,
Hentern,   434,https://hentern.de,,,,,
Flußbach,   434,https://flussbach.de,,,,,
Pirow,   433,No Website,,,,,
Dernbach,   433,No Website,,,,,
Strotzbüsch,   433,No Website,,,,,
Utecht,   432,https://utecht.de,,,,,
Schaprode,   432,No Website,,,,,
Harschbach,   432,https://harschbach.de,,,,,
Kastel-Staadt,   432,No Website,,,,,
Schwasdorf,   431,No Website,,,,,
Obergröningen,   431,https://obergroeningen.de,,,,,
Butzow,   430,No Website,,,,,
Borkow,   430,https://borkow.de,,,,,
Bendorf,   430,https://bendorf.de,,,,,
Elbingerode,   430,https://elbingerode.de,,,,,
Nusbaum,   430,No Website,,,,,
Esch,   430,https://eschweiler.de,,,,,
Nottleben,   429,No Website,,,,,
Ramstedt,   429,No Website,,,,,
Postfeld,   429,No Website,,,,,
Sonnenberg-Winnenberg,   429,https://sonnenberg-winnenberg.de,,,,,
Bubenheim,   429,No Website,,,,,
Gilzem,   429,No Website,,,,,
Idesheim,   429,No Website,,,,,
Holstenniendorf,   428,https://gemeinde-holstenniendorf.de,,,,,
Börsborn,   428,No Website,,,,,
Birkenbeul,   428,https://kreis-altenkirchen.de,,,,,
Oberwambach,   428,https://oberwambach.de,,,,,
Reiferscheid,   428,No Website,,,,,
Sülm,   428,https://suelm.de,,,,,
Schilda,   427,No Website,,,,,
Großderschau,   427,No Website,,,,,
Kauern,   427,https://kauern.de,,,,,
Prasdorf,   427,https://prasdorf.de,,,,,
Wartenberg-Rohrbach,   427,https://wartenberg-rohrbach.de,,,,,
Waldrohrbach,   427,No Website,,,,,
Meckel,   427,No Website,,,,,
Sauzin,   426,No Website,,,,,
Utendorf,   426,No Website,,,,,
Grambin,   425,https://grambin.de,,,,,
Lelkendorf,   425,No Website,,,,,
Ollendorf,   425,No Website,,,,,
Lindenkreuz,   425,No Website,,,,,
Gribbohm,   425,https://gribbohm.de,,,,,
Laubach,   425,No Website,,,,,
Dörsdorf,   425,https://doersdorf.de,,,,,
Kleinbundenbach,   424,No Website,,,,,
Utscheid,   424,No Website,,,,,
Glasewitz,   423,No Website,,,,,
Osterhorn,   423,No Website,,,,,
Mehlbek,   423,https://mehlbek.de,,,,,
Merkelbach,   423,No Website,,,,,
Gudendorf,   422,No Website,,,,,
Waldleiningen,   422,No Website,,,,,
Knopp-Labach,   422,No Website,,,,,
Beuren,   422,https://beuren.de,,,,,
Karlshausen,   422,No Website,,,,,
Watzerath,   422,No Website,,,,,
Esch,   422,https://eschweiler.de,,,,,
Vollrathsruhe,   421,No Website,,,,,
Zapel,   421,No Website,,,,,
Schleifreisen,   421,No Website,,,,,
Becherbach bei Kirn,   421,https://becherbach.de,,,,,
Neunkirchen am Potzberg,   421,https://neunkirchen-am-potzberg.de,,,,,
Marisfeld,   420,No Website,,,,,
Brünn/Thür.,   420,No Website,,,,,
Sinspelt,   420,https://sinspelt.de,,,,,
Dobitschen,   419,No Website,,,,,
Janneby,   419,No Website,,,,,
Rumbach,   419,https://rumbach-pfalz.de,,,,,
Attenhausen,   419,No Website,,,,,
Wallenborn,   419,No Website,,,,,
Benitz,   418,No Website,,,,,
Fredesdorf,   418,https://fredesdorf.de,,,,,
Linda b. Weida,   417,No Website,,,,,
Hochborn,   417,No Website,,,,,
Pätow-Steegen,   416,No Website,,,,,
Midlum,   416,No Website,,,,,
Aventoft,   416,https://aventoft.de,,,,,
Marnerdeich,   416,No Website,,,,,
Schönau (Pfalz),   416,https://schoenau-pfalz.de,,,,,
Aull,   416,No Website,,,,,
Stockhausen-Illfurth,   416,No Website,,,,,
Hersdorf,   416,No Website,,,,,
Paitzdorf,   415,No Website,,,,,
Osterrade,   415,https://osterrade.de,,,,,
Mittelstrimmig,   415,https://mittelstrimmig.de,,,,,
Levenhagen,   414,No Website,,,,,
Krokau,   414,No Website,,,,,
Högsdorf,   414,No Website,,,,,
Engden,   414,No Website,,,,,
Neef,   414,https://neef.de,,,,,
Erden,   413,https://erden.de,,,,,
Fisch,   413,No Website,,,,,
Uelsby,   412,https://uelsby.de,,,,,
Behlendorf,   411,https://behlendorf.de,,,,,
Goldelund,   411,https://goldelund.de,,,,,
Dickesbach,   411,https://dickesbach.de,,,,,
Sensweiler,   411,No Website,,,,,
Heimweiler,   411,No Website,,,,,
Schönwalde,   410,No Website,,,,,
Hagermarsch,   410,No Website,,,,,
Holenberg,   410,No Website,,,,,
Pommern,   410,No Website,,,,,
Herold,   410,No Website,,,,,
Limbach,   410,https://limbach.de,,,,,
Lambertsberg,   410,No Website,,,,,
Üttfeld,   410,No Website,,,,,
Graitschen b. Bürgel,   409,https://stadt-buergel.de,,,,,
Basthorst,   409,https://basthorst.de,,,,,
Westermoor,   409,No Website,,,,,
Lautzenhausen,   409,No Website,,,,,
Gering,   409,No Website,,,,,
Bechenheim,   409,https://bechenheim.de,,,,,
Mörsbach,   409,No Website,,,,,
Kluis,   408,No Website,,,,,
Einhausen,   408,https://einhausen.de,,,,,
Reinsbüttel,   408,No Website,,,,,
Unzenberg,   408,https://unzenberg.de,,,,,
Högersdorf,   407,https://hoegersdorf.de,,,,,
Kabelhorst,   407,No Website,,,,,
Friedrichsholm,   407,https://friedrichsholm.de,,,,,
Pegestorf,   407,https://pegestorf.de,,,,,
Almersbach,   407,https://almersbach.de,,,,,
Dreitzsch,   406,No Website,,,,,
Fuhlendorf,   406,No Website,,,,,
Einöllen,   406,No Website,,,,,
Gülzow,   405,https://Landkreis-rostock.de,,,,,
Holdorf,   405,https://holdorf.de,,,,,
Kobrow,   405,No Website,,,,,
Brodersdorf,   405,https://brodersdorf.de,,,,,
Blaubach,   405,https://blaubach.de,,,,,
Riveris,   405,https://riveris.de,,,,,
Meiersberg,   404,https://meiersberg.de,,,,,
Alt Tellin,   404,No Website,,,,,
Groß Polzin,   404,No Website,,,,,
Tessin b. Boizenburg,   404,No Website,,,,,
Gollenberg,   404,https://gollenberg.de,,,,,
Ernzen,   404,No Website,,,,,
Berndroth,   403,No Website,,,,,
Niederwallmenach,   403,No Website,,,,,
Göhren,   402,https://ruegen.de,,,,,
Welmbüttel,   402,https://welmbuettel.de,,,,,
Looft,   402,No Website,,,,,
Pohnsdorf,   402,https://pohnsdorf.de,,,,,
Breitenheim,   402,https://breitenheim.de,,,,,
Mertesheim,   402,https://mertesheim.de,,,,,
Kirchweiler,   402,https://kirchweiler.de,,,,,
Verchen,   401,https://verchen.de,,,,,
Vahlbruch,   401,No Website,,,,,
Schmitshausen,   401,No Website,,,,,
Beilingen,   401,No Website,,,,,
Groß Molzahn,   400,https://gross-molzahn.de,,,,,
Groß Godems,   400,No Website,,,,,
Moßbach,   400,https://mossbach.de,,,,,
Ottendorf,   400,No Website,,,,,
Rodenäs,   400,https://rodenaes.de,,,,,
Kleve,   400,https://kleve.de,,,,,
Hahn am See,   400,https://hahn-am-see.de,,,,,
Malk Göhren,   399,No Website,,,,,
Esselborn,   399,No Website,,,,,
Dörscheid,   399,No Website,,,,,
Schleid,   399,No Website,,,,,
Utersum,   398,https://utersum.de,,,,,
Raumbach,   398,https://raumbach.de,,,,,
Kruchten,   398,No Website,,,,,
Schülp,   397,https://schuelp.de,,,,,
Niederweiler,   397,No Website,,,,,
Balderschwang,   397,https://balderschwang.de,,,,,
Wulfsmoor,   396,No Website,,,,,
Thumby,   396,No Website,,,,,
Sommerloch,   396,No Website,,,,,
Hirschberg,   396,No Website,,,,,
Hüttblek,   395,https://huettblek.de,,,,,
Lüerdissen,   395,No Website,,,,,
Gimbweiler,   395,https://gimbweiler.de,,,,,
Bescheid,   395,https://bescheid.de,,,,,
Reimershagen,   394,No Website,,,,,
Kratzenburg,   394,https://kratzenburg.de,,,,,
Köwerich,   394,No Website,,,,,
Fleringen,   394,https://fleringen.de,,,,,
Stocksee,   393,https://stocksee.de,,,,,
Krummbek,   393,https://krummbek.de,,,,,
Bullenkuhlen,   392,https://bullenkuhlen.de,,,,,
Renthendorf,   391,https://renthendorf.de,,,,,
Meura,   391,https://meura.de,,,,,
Fuhlenhagen,   391,No Website,,,,,
Arholzen,   391,No Website,,,,,
Eckelsheim,   391,No Website,,,,,
Zehnhausen bei Rennerod,   391,https://rennerod.de,,,,,
Grapzow,   390,No Website,,,,,
Gumperda,   390,https://gumperda.de,,,,,
Kaiser-Wilhelm-Koog,   390,https://kaiser-wilhelm-koog.de,,,,,
Achtelsbach,   390,https://achtelsbach.de,,,,,
Steinalben,   390,No Website,,,,,
Kalenborn-Scheuern,   390,https://kalenborn-scheuern.de,,,,,
Altwigshagen,   389,https://altwigshagen.de,,,,,
Oberbrombach,   389,No Website,,,,,
Barweiler,   389,No Website,,,,,
Obernhof,   389,https://rhein-lahn-kreis.de,,,,,
Flemlingen,   389,https://flemlingen.de,,,,,
Lengfeld,   388,No Website,,,,,
Schmieritz,   386,No Website,,,,,
Poyenberg,   386,https://poyenberg.de,,,,,
Schmidthachenbach,   386,https://schmidthachenbach.de,,,,,
Heinrichswalde,   385,No Website,,,,,
Alt Sührkow,   385,No Website,,,,,
Monstab,   385,No Website,,,,,
Fitzen,   385,No Website,,,,,
Tastrup,   385,https://tastrup.de,,,,,
